Epoch,Accuracy
1,0.35105551211884284
2,0.3502736512900704
3,0.3502736512900704
4,0.3502736512900704
5,0.3502736512900704
6,0.3502736512900704
7,0.3502736512900704
8,0.3502736512900704
9,0.3502736512900704
10,0.3502736512900704
11,0.3502736512900704
12,0.3502736512900704
13,0.3502736512900704
14,0.3502736512900704
15,0.3502736512900704
16,0.3502736512900704
17,0.3502736512900704
18,0.3502736512900704
19,0.3502736512900704
20,0.3502736512900704
21,0.3502736512900704
22,0.3502736512900704
23,0.3502736512900704
24,0.3502736512900704
25,0.3502736512900704
26,0.3502736512900704
27,0.3502736512900704
28,0.3502736512900704
29,0.3502736512900704
30,0.3502736512900704
