Initial Train Dataset Size: 2691 Sample rate: 0.011891490152359718
Global Epoch (Round): 1, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 141.92, Accuracy: 0.3415, AUC: 0.5459
Global Epoch (Round): 2, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 135.47, Accuracy: 0.3403, AUC: 0.5872
Global Epoch (Round): 3, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 137.17, Accuracy: 0.3415, AUC: 0.6121
Global Epoch (Round): 4, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 139.42, Accuracy: 0.3431, AUC: 0.6253
Global Epoch (Round): 5, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 140.48, Accuracy: 0.3472, AUC: 0.6347
Global Epoch (Round): 6, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 140.37, Accuracy: 0.3544, AUC: 0.6415
Global Epoch (Round): 7, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 138.69, Accuracy: 0.3693, AUC: 0.6479
Global Epoch (Round): 8, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 136.82, Accuracy: 0.3830, AUC: 0.6533
Global Epoch (Round): 9, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 133.82, Accuracy: 0.4011, AUC: 0.6586
Global Epoch (Round): 10, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 131.79, Accuracy: 0.4180, AUC: 0.6631
Global Epoch (Round): 11, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 129.99, Accuracy: 0.4366, AUC: 0.6678
Global Epoch (Round): 12, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 128.88, Accuracy: 0.4470, AUC: 0.6717
Global Epoch (Round): 13, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 127.46, Accuracy: 0.4567, AUC: 0.6755
Global Epoch (Round): 14, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 126.39, Accuracy: 0.4664, AUC: 0.6792
Global Epoch (Round): 15, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 125.15, Accuracy: 0.4724, AUC: 0.6828
Global Epoch (Round): 16, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 124.39, Accuracy: 0.4756, AUC: 0.6864
Global Epoch (Round): 17, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 123.24, Accuracy: 0.4829, AUC: 0.6899
Global Epoch (Round): 18, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 122.83, Accuracy: 0.4893, AUC: 0.6926
Global Epoch (Round): 19, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 122.16, Accuracy: 0.4962, AUC: 0.6954
Global Epoch (Round): 20, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 121.25, Accuracy: 0.5038, AUC: 0.6985
Global Epoch (Round): 21, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 120.83, Accuracy: 0.5066, AUC: 0.7012
Global Epoch (Round): 22, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 120.29, Accuracy: 0.5107, AUC: 0.7038
Global Epoch (Round): 23, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 119.59, Accuracy: 0.5155, AUC: 0.7065
Global Epoch (Round): 24, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 119.08, Accuracy: 0.5219, AUC: 0.7092
Global Epoch (Round): 25, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 118.53, Accuracy: 0.5284, AUC: 0.7119
Global Epoch (Round): 26, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 118.52, Accuracy: 0.5272, AUC: 0.7139
Global Epoch (Round): 27, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 118.10, Accuracy: 0.5296, AUC: 0.7164
Global Epoch (Round): 28, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 117.48, Accuracy: 0.5300, AUC: 0.7190
Global Epoch (Round): 29, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 117.29, Accuracy: 0.5324, AUC: 0.7210
Global Epoch (Round): 30, Train Size: 2691, Sample Rate: 0.011891490152359718
Loss: 117.41, Accuracy: 0.5328, AUC: 0.7226
